country,period,n_art,deepseek,lexicon,lss,negativity,relations
Australia,2002-10-14,1,0,0,-0.159124,0,4.5
Australia,2002-10-21,6,0,0,0.122497666666667,0.05,4.5
Australia,2002-10-28,8,0,0,-0.37569275,0.0875,4.5
Australia,2002-11-04,1,0,0,-0.278969,0,4.5
Australia,2002-11-11,4,0,0,0.0650155,0.15,4.5
Australia,2002-11-18,2,0,0,-0.60521,0.05,4.5
Australia,2002-11-25,4,0,0,-1.08118975,0.075,4.5
Australia,2002-12-02,5,0,0,0.129246,0.12,4.5
Australia,2002-12-09,7,0.00142857142857143,0.000447828571428571,-0.808213714285714,0.0714285714285714,4.5
Australia,2002-12-16,8,0.00125,0,-0.87889025,0.0375,4.5
Australia,2002-12-23,3,0,0,-0.958152,0.0333333333333333,4.5
Australia,2002-12-30,1,0,0,-0.783593,0.1,4.5
Australia,2003-01-06,2,0,0,0.083415,0.4,4.5
Australia,2003-01-13,1,0,0,-0.139773,0.1,4.5
Australia,2003-01-20,4,0,0,-0.30238975,0.15,4.5
Australia,2003-01-27,5,0,0,-0.5234368,0.2,4.5
Australia,2003-02-03,2,0,0,-0.2007195,0.15,4.5
Australia,2003-02-10,2,0,0,-0.449551,0.2,4.5
Australia,2003-02-17,4,0,0,0.40743425,0.275,4.5
Australia,2003-02-24,4,0,0,-0.39509075,0.1,4.5
Australia,2003-03-03,3,0,0,-0.282224666666667,0.133333333333333,4.5
Australia,2003-03-10,4,0,0,-0.116877,0.125,4.5
Australia,2003-03-17,1,0,0,-0.60534,0,4.5
Australia,2003-03-24,5,0,0,-0.579723,0.08,4.5
Australia,2003-03-31,5,0,0,-0.218847,0.1,4.5
Australia,2003-04-07,1,0,0,-0.32974,0.1,4.5
Australia,2003-04-14,2,0,0,0.1875405,0.05,4.5
Australia,2003-04-21,10,0,0,-0.5890741,0.04,4.5
Australia,2003-04-28,1,0,0,-0.635565,0,4.5
Australia,2003-05-05,3,0,0,0.331390333333333,0.233333333333333,4.5
Australia,2003-05-12,3,0,0,0.249727,0.133333333333333,4.5
Australia,2003-05-19,3,0,0,-1.109914,0.1,4.5
Australia,2003-05-26,2,0,0,-0.014211,0.3,4.5
Australia,2003-06-02,2,0,0,0.255155,0.4,4.5
Australia,2003-06-09,3,0,0,-0.182526,0.133333333333333,4.5
Australia,2003-06-16,3,0,0,0.205096333333333,0.1,4.5
Australia,2003-06-23,3,0,0,0.0828083333333333,0.3,4.5
Australia,2003-06-30,0,0,0,0,0,4.5
Australia,2003-07-07,3,0,0,-0.137579666666667,0.0666666666666667,4.5
Australia,2003-07-14,131,0,0,-0.0723659389312977,0.101526717557252,4.5
Australia,2003-07-21,17,0.000588235294117647,0,0.130061705882353,0.2,4.5
Australia,2003-07-28,9,0.00111111111111111,0,-0.291712,0.144444444444444,4.5
Australia,2003-08-04,547,0,0,-0.20595387202925,0.0952468007312614,4.6
Australia,2003-08-11,2,0,0,0.1041485,0.05,4.6
Australia,2003-08-18,8,0.00625,0,-0.3739955,0.1375,4.6
Australia,2003-08-25,5,0,0,-0.136508,0.16,4.6
Australia,2003-09-01,9,0,0,-0.090783,0.0888888888888889,4.6
Australia,2003-09-08,11,0,0,-0.0825437272727273,0.1,4.6
Australia,2003-09-15,3,0,0,-0.31163,0.0666666666666667,4.6
Australia,2003-09-22,23,0,0,-0.0929147727272727,0.217391304347826,4.6
Australia,2003-09-29,4,0,0,-0.0972546666666667,0.175,4.6
Australia,2003-10-06,3,0,0,-0.902957,0,4.7
Australia,2003-10-13,7,0,0,-0.454803571428572,0.128571428571429,4.7
Australia,2003-10-20,41,0,0,-0.414517512820513,0.0219512195121951,4.7
Australia,2003-10-27,7,0,0.000811688571428571,-0.401708142857143,0.0428571428571429,4.7
Australia,2003-11-03,5,0,0,0.0838064,0.08,4.7
Australia,2003-11-10,5,0.002,0,-0.43976925,0.02,4.7
Australia,2003-11-17,3,0,0,0.108784666666667,0.133333333333333,4.7
Australia,2003-11-24,6,0,0,-0.45008,0.116666666666667,4.7
Australia,2003-12-01,3,0,0,-0.0197493333333333,0.0666666666666667,4.7
Australia,2003-12-08,6,0,0.001117318,-0.4299402,0.1,4.7
Australia,2003-12-15,4,0,0,0.0485335,0.1,4.7
Australia,2003-12-22,5,0,0,-0.208561,0.14,4.7
Australia,2003-12-29,2,0,0,-0.355899,0,4.7
Australia,2004-01-05,1,0,0,-1.993618,0,4.7
Australia,2004-01-12,4,0,0,0.4622425,0.275,4.7
Australia,2004-01-19,2,0,0,-1.156941,0,4.7
Australia,2004-01-26,5,0.024,0,0.4081654,0.28,4.7
Australia,2004-02-02,3,0,0,-0.215869,0.133333333333333,4.7
Australia,2004-02-09,3,0,0,0.063248,0.233333333333333,4.7
Australia,2004-02-16,4,0,0,-0.09877275,0.1,4.7
Australia,2004-02-23,4,0.0125,0,-0.057894,0.25,4.7
Australia,2004-03-01,1,0,0,-0.424271,0,4.7
Australia,2004-03-08,2,0,0,0.294891,0,4.7
Australia,2004-03-15,4,0.03,0.0007462675,1.40198125,0.25,4.7
Australia,2004-03-22,4,0,0,-0.22872425,0.025,4.7
Australia,2004-03-29,2,0,0,0.3129275,0.1,4.7
Australia,2004-04-05,2,0.01,0,1.4021185,0.45,4.7
Australia,2004-04-12,4,0,0,0.09891675,0.025,4.7
Australia,2004-04-19,3,0.00333333333333333,0,-0.243688333333333,0.133333333333333,4.7
Australia,2004-04-26,7,0,0,-0.672111285714286,0.0285714285714286,4.7
Australia,2004-05-03,0,0,0,0,0,4.7
Australia,2004-05-10,1,0,0,-0.696566,0.3,4.7
Australia,2004-05-17,7,0.0357142857142857,0,0.4353665,0.2,4.7
Australia,2004-05-24,5,0.004,0,1.1468572,0.55,4.7
Australia,2004-05-31,5,0,0,-0.246445,0.1,4.7
Australia,2004-06-07,3,0,0,-0.385739,0.0333333333333333,4.7
Australia,2004-06-14,7,0,0,-0.226827428571429,0.1,4.7
Australia,2004-06-21,4,0,0,-0.06916925,0.1,4.7
Australia,2004-06-28,4,0.0375,0,1.088051,0.15,4.7
Australia,2004-07-05,4,0,0,-0.10016775,0.05,4.7
Australia,2004-07-12,5,0,0,0.6692958,0.2,4.7
Australia,2004-07-19,5,0,0,0.313314,0.23,4.7
Australia,2004-07-26,3,0,0,-0.577120666666667,0.0333333333333333,4.7
Australia,2004-08-02,4,0,0,0.010659,0.15,4.7
Australia,2004-08-09,6,0,0,-0.256001833333333,0.133333333333333,4.7
Australia,2004-08-16,15,0,0,-0.219160133333333,0.16,4.7
Australia,2004-08-23,6,0,0,-0.064438,0.266666666666667,4.7
Australia,2004-08-30,14,0,0,-0.00373461538461537,0.121428571428571,4.7
Australia,2004-09-06,5,0,0,0.7984834,0.4,4.7
Australia,2004-09-13,6,0,0,0.0837721666666667,0.25,4.7
Australia,2004-09-20,1,0,0,-0.090279,0.3,4.7
Australia,2004-09-27,1,0,0,0.449022,0.1,4.7
Australia,2004-10-04,2,0,0,-1.430131,0.05,4.8
Australia,2004-10-11,4,0,0,-0.2666195,0.025,4.8
Australia,2004-10-18,6,0.00833333333333334,0,0.188322833333333,0.2,4.8
Australia,2004-10-25,3,0,0,-0.260959666666667,0.0333333333333333,4.8
Australia,2004-11-01,6,0,0,-0.483579833333333,0.0833333333333333,4.9
Australia,2004-11-08,1,0,0,0.332551,0.2,4.9
Australia,2004-11-15,4,0,0,0.321901,0.05,4.9
Australia,2004-11-22,2,0.025,0,-0.0364625,0.05,4.9
Australia,2004-11-29,3,0.00666666666666667,0,-0.167204333333333,0.266666666666667,4.9
Australia,2004-12-06,1,0,0,-0.400274,0,4.9
Australia,2004-12-13,8,0,0,-0.031784625,0.075,4.9
Australia,2004-12-20,1,0,0,-0.442849,0.1,4.9
Australia,2004-12-27,1,0,0,-0.839604,0,4.9
Australia,2005-01-03,3,0,0,-0.889266333333333,0.2,4.9
Australia,2005-01-10,4,0,0,-0.45737525,0.125,4.9
Australia,2005-01-17,35,0,0,-0.7915212,0.0714285714285714,4.9
Australia,2005-01-24,4,0.0125,0,-0.00225324999999998,0.35,4.9
Australia,2005-01-31,6,0,0,-0.183371166666667,0.166666666666667,4.9
Australia,2005-02-07,3,0,0,-1.83608866666667,0,4.9
Australia,2005-02-14,3,0,0,-0.899000333333333,0.2,4.9
Australia,2005-02-21,3,0,0,0.0506713333333334,0.0333333333333333,4.9
Australia,2005-02-28,1,0,0,-1.911316,0.1,4.9
Australia,2005-03-07,2,0,0,-0.5457985,0.05,4.9
Australia,2005-03-14,3,0,0,-0.498192666666667,0.233333333333333,4.9
Australia,2005-03-21,2,0,0,0.1182545,0.1,4.9
Australia,2005-03-28,5,0,0,0.243484,0.16,4.9
Australia,2005-04-04,4,0,0,-0.61244925,0.025,5
Australia,2005-04-11,9,0.00111111111111111,0,0.357135888888889,0.0888888888888889,5
Australia,2005-04-18,11,0.00454545454545455,0,-0.180962181818182,0.1,5
Australia,2005-04-25,6,0,0,-0.441200166666667,0.15,5
Australia,2005-05-02,1,0,0,0.088489,0.1,5
Australia,2005-05-09,3,0.00666666666666667,0,0.309575666666667,0.0666666666666667,5
Australia,2005-05-16,11,0,0,-0.6244922,0.0545454545454546,5
Australia,2005-05-23,14,0,0,-0.708040076923077,0.05,5
Australia,2005-05-30,4,0,0,0.01721575,0,5
Australia,2005-06-06,4,0,0,0.6377715,0.1,5
Australia,2005-06-13,3,0,0,-0.0919966666666667,0.133333333333333,5
Australia,2005-06-20,4,0,0,-0.805207,0.05,5
Australia,2005-06-27,5,0,0,0.0825954,0.02,5
Australia,2005-07-04,3,0,0,0.0167146666666667,0.133333333333333,5
Australia,2005-07-11,10,0,0,-0.0739858888888889,0.14,5
Australia,2005-07-18,6,0,0,0.00617966666666666,0.216666666666667,5
Australia,2005-07-25,14,0,0.000521376428571429,-0.0895411428571429,0.185714285714286,5
Australia,2005-08-01,8,0,0,-0.565143625,0.24375,5
Australia,2005-08-08,3,0.00666666666666667,0,-0.08215,0.433333333333333,5
Australia,2005-08-15,0,0,0,0,0,5
Australia,2005-08-22,5,0.004,0,0.1901842,0.1,5
Australia,2005-08-29,2,0,0,-0.273761,0,5
Australia,2005-09-05,2,0,0,0.494408,0.2,5
Australia,2005-09-12,2,0,0,0.0767035,0.2,5
Australia,2005-09-19,8,0,0,-0.0209445,0.1625,5
Australia,2005-09-26,4,0,0,-0.68914625,0.025,5
Australia,2005-10-03,2,0,0,0.63019,0.425,5.1
Australia,2005-10-10,12,0,0,-0.635131666666667,0.0333333333333333,5.1
Australia,2005-10-17,6,0,0,-0.685991,0.0666666666666667,5.1
Australia,2005-10-24,4,0.0125,0,0.316156,0.3375,5.1
Australia,2005-10-31,4,0,0,-0.126512,0.075,5.1
Australia,2005-11-07,6,0,0,-0.523238166666667,0.0666666666666667,5.1
Australia,2005-11-14,0,0,0,0,0,5.1
Australia,2005-11-21,6,0,0,-0.2063525,0.15,5.1
Australia,2005-11-28,4,0,0,-0.3170395,0.125,5.1
Australia,2005-12-05,2,0,0,-0.486489,0.05,5.1
Australia,2005-12-12,8,0,0,-0.222568125,0.075,5.1
Australia,2005-12-19,4,0,0.0005399575,0.44661175,0.3875,5.1
Australia,2005-12-26,1,0,0,0.301165,0.3,5.1
Australia,2006-01-02,5,0,0,-0.0167875,0.18,5.1
Australia,2006-01-09,10,0,0,-0.4149748,0.09,5.1
Australia,2006-01-16,4,0,0,-0.43995725,0.15,5.1
Australia,2006-01-23,11,0.00454545454545455,0,-0.777371909090909,0.127272727272727,5.1
Australia,2006-01-30,4,0.005,0,-0.91815725,0.025,5.1
Australia,2006-02-06,9,0.00111111111111111,0,-0.718656,0.122222222222222,5.1
Australia,2006-02-13,1,0,0,-0.318501,0,5.1
Australia,2006-02-20,2,0,0,-0.7768775,0.15,5.1
Australia,2006-02-27,4,0.025,0,2.16904525,0.525,5.1
Australia,2006-03-06,4,0.0125,0,1.4057355,0.2875,5.1
Australia,2006-03-13,6,0.00833333333333334,0,0.4060295,0.266666666666667,5.1
Australia,2006-03-20,5,0,0,0.2383846,0.2,5.1
Australia,2006-03-27,4,0,0,-0.01936525,0.25,5.1
Australia,2006-04-03,20,0,0.0001466275,-0.3813756,0.08,5.2
Australia,2006-04-10,4,0,0,-0.86793,0.05,5.2
Australia,2006-04-17,7,0.00285714285714286,0,1.02205185714286,0.307142857142857,5.2
Australia,2006-04-24,1,0,0,0.767376,0.3,5.2
Australia,2006-05-01,1,0,0,0.697316,0,5.2
Australia,2006-05-08,3,0,0,-1.00761033333333,0.1,5.2
Australia,2006-05-15,4,0,0,-0.195809,0.15,5.2
Australia,2006-05-22,4,0,0,0.21582175,0.2,5.2
Australia,2006-05-29,5,0,0,-0.0327018,0.18,5.2
Australia,2006-06-05,2,0,0,0.7871215,0.35,5.2
Australia,2006-06-12,4,0,0,0.288619,0.15,5.2
Australia,2006-06-19,7,0,0,0.0326572857142857,0.128571428571429,5.2
Australia,2006-06-26,3,0,0,-0.42995,0,5.2
Australia,2006-07-03,6,0,0,-0.208993333333333,0.183333333333333,5.2
Australia,2006-07-10,2,0,0,0.129088,0.2,5.2
Australia,2006-07-17,4,0,0,-0.52604475,0.05,5.2
Australia,2006-07-24,5,0,0,0.435543,0.18,5.2
Australia,2006-07-31,8,0,0,0.456225625,0.33125,5.2
Australia,2006-08-07,3,0,0,-0.0368583333333334,0.233333333333333,5.2
Australia,2006-08-14,5,0,0,-0.1132114,0.1,5.2
Australia,2006-08-21,6,0,0,-0.0394355,0.0333333333333333,5.2
Australia,2006-08-28,7,0,0,-0.354191428571429,0.0571428571428571,5.2
Australia,2006-09-04,4,0,0,0.435157,0.25,5.2
Australia,2006-09-11,5,0.004,0,-0.2327126,0.1,5.2
Australia,2006-09-18,2,0,0,-0.5060025,0.15,5.2
Australia,2006-09-25,6,0,0,-0.194727,0.116666666666667,5.2
Australia,2006-10-02,1,0,0,-0.308104,0.1,5.2
Australia,2006-10-09,0,0,0,0,0,5.2
Australia,2006-10-16,3,0,0,-0.702372333333333,0.0333333333333333,5.2
Australia,2006-10-23,3,0,0,0.792404,0.166666666666667,5.2
Australia,2006-10-30,4,0,0,0.35153475,0.05,5.2
Australia,2006-11-06,6,0,0,0.380651833333333,0.458333333333333,5.2
Australia,2006-11-13,6,0.01,0,-0.140621,0.141666666666667,5.2
Australia,2006-11-20,8,0,0,-0.395173,0.075,5.2
Australia,2006-11-27,5,0,0,-0.6802284,0.06,5.2
Australia,2006-12-04,2,0,0,1.155228,0.5,5.2
Australia,2006-12-11,1,0,0,-0.269958,0.4,5.2
Australia,2006-12-18,8,0,0,-0.202979875,0.15,5.2
Australia,2006-12-25,2,0,0,-0.4397195,0,5.2
Australia,2007-01-01,4,0,0,-0.09656775,0.3125,5.2
Australia,2007-01-08,4,0,0,-1.6285175,0.1,5.2
Australia,2007-01-15,3,0,0,-0.285039333333333,0.2,5.2
Australia,2007-01-22,4,0,0,-0.31406725,0.125,5.2
Australia,2007-01-29,2,0,0,0.095637,0.05,5.2
Australia,2007-02-05,6,0.00833333333333333,0,-0.3191565,0.216666666666667,5.2
Australia,2007-02-12,5,0,0,-0.4724118,0.1,5.2
Australia,2007-02-19,0,0,0,0,0,5.2
Australia,2007-02-26,1,0,0,-1.368423,0.2,5.2
Australia,2007-03-05,4,0,0,0.244203,0.2875,5.2
Australia,2007-03-12,4,0,0,0.27518075,0.05,5.2
Australia,2007-03-19,11,0,0,-0.195391818181818,0.0545454545454545,5.2
Australia,2007-03-26,6,0,0,-0.595893833333333,0.0666666666666667,5.2
Australia,2007-04-02,7,0,0,-0.182660285714286,0.114285714285714,5.2
Australia,2007-04-09,5,0,0,0.1540276,0.19,5.2
Australia,2007-04-16,4,0,0,-0.17587975,0.05,5.2
Australia,2007-04-23,2,0,0,-0.431592,0.05,5.2
Australia,2007-04-30,1,0,0,-0.549834,0,5.2
Australia,2007-05-07,2,0,0,0.3074075,0.25,5.2
Australia,2007-05-14,5,0.002,0,-0.047699,0.1,5.2
Australia,2007-05-21,1,0,0,-0.32338,0,5.2
Australia,2007-05-28,4,0.0025,0,0.1083055,0.125,5.2
Australia,2007-06-04,7,0,0,-0.491318857142857,0.0714285714285714,5.1
Australia,2007-06-11,3,0.0166666666666667,0.00217865,0.711020666666667,0.116666666666667,5.1
Australia,2007-06-18,3,0,0,-0.682235666666667,0.0666666666666667,5.1
Australia,2007-06-25,2,0,0,-0.801414,0.05,5.1
Australia,2007-07-02,7,0,0,0.107896428571429,0.257142857142857,5.2
Australia,2007-07-09,8,0,0,-0.28435075,0.1125,5.2
Australia,2007-07-16,3,0,0,-0.920170666666667,0.133333333333333,5.2
Australia,2007-07-23,2,0,0,-0.026109,0.2,5.2
Australia,2007-07-30,7,0,0,0.0978688571428571,0.114285714285714,5.2
Australia,2007-08-06,6,0,0,-0.377497666666667,0.15,5.2
Australia,2007-08-13,2,0,0,-0.120694,0.1,5.2
Australia,2007-08-20,15,0.00333333333333333,0,0.0422112666666666,0.116666666666667,5.2
Australia,2007-08-27,8,0,0,-0.117946625,0.075,5.2
Australia,2007-09-03,27,0.00259259259259259,0,-0.456943769230769,0.0888888888888889,5.4
Australia,2007-09-10,7,0.0142857142857143,0,0.686741285714286,0.192857142857143,5.4
Australia,2007-09-17,2,0,0,-0.809573,0,5.4
Australia,2007-09-24,5,0,0,-0.1196376,0.14,5.4
Australia,2007-10-01,5,0,0,-0.7701574,0.02,5.4
Australia,2007-10-08,3,0,0,0.241869333333333,0.233333333333333,5.4
Australia,2007-10-15,3,0,0,-0.0450506666666667,0.166666666666667,5.4
Australia,2007-10-22,6,0.00166666666666667,0,-1.17050483333333,0.0166666666666667,5.4
Australia,2007-10-29,5,0,0,-0.6796698,0.04,5.4
Australia,2007-11-05,1,0,0,-0.706677,0,5.4
Australia,2007-11-12,3,0,0,-0.56838,0.0666666666666667,5.4
Australia,2007-11-19,3,0,0,1.577732,0.433333333333333,5.4
Australia,2007-11-26,5,0.002,0,0.0296644,0.2,5.4
Australia,2007-12-03,11,0.000909090909090909,0,-0.487913545454545,0.1,5.4
Australia,2007-12-10,1,0,0,-0.08235,0,5.4
Australia,2007-12-17,2,0,0,-1.0924435,0,5.4
Australia,2007-12-24,3,0.0166666666666667,0,-0.785605,0,5.4
Australia,2007-12-31,3,0,0,-0.457069333333333,0.0333333333333333,5.4
Australia,2008-01-07,4,0,0,-0.21527125,0.1,5.4
Australia,2008-01-14,5,0,0,-1.1401496,0.1,5.4
Australia,2008-01-21,3,0,0,-0.218974666666667,0,5.4
Australia,2008-01-28,0,0,0,0,0,5.4
Australia,2008-02-04,4,0.0625,0,-0.8070715,0.1,5.4
Australia,2008-02-11,2,0,0,1.56044,0.4,5.4
Australia,2008-02-18,9,0,0,-0.798206111111111,0.0777777777777778,5.4
Australia,2008-02-25,4,0,0,-0.7571735,0.15,5.4
Australia,2008-03-03,1,0,0,0.89455,0.2,5.4
Australia,2008-03-10,4,0,0,0.312702333333333,0.15,5.4
Australia,2008-03-17,3,0,0,-0.072647,0.333333333333333,5.4
Australia,2008-03-24,8,0.00625,0,0.89931525,0.38125,5.4
Australia,2008-03-31,4,0,0,-0.244775,0.025,5.4
Australia,2008-04-07,13,0.00384615384615385,0.000205128461538462,0.221487230769231,0.188461538461538,5.6
Australia,2008-04-14,12,0,0,-0.357073166666667,0.166666666666667,5.6
Australia,2008-04-21,10,0,0,-0.4018333,0.1,5.6
Australia,2008-04-28,3,0,0,-1.04229433333333,0.133333333333333,5.6
Australia,2008-05-05,3,0,0,-0.445365666666667,0.0333333333333333,5.6
Australia,2008-05-12,9,0.00111111111111111,0,0.417215777777778,0.144444444444444,5.6
Australia,2008-05-19,3,0,0,0.293677666666667,0.133333333333333,5.6
Australia,2008-05-26,0,0,0,0,0,5.6
Australia,2008-06-02,5,0,0,-0.4123088,0.14,5.6
Australia,2008-06-09,4,0,0,-0.342719,0.175,5.6
Australia,2008-06-16,10,0,0,-0.316754333333333,0.1,5.6
Australia,2008-06-23,0,0,0,0,0,5.6
Australia,2008-06-30,5,0,0,-0.00648020000000003,0.16,5.6
Australia,2008-07-07,4,0,0,-0.0537535,0.1,5.6
Australia,2008-07-14,4,0,0,0.0243505,0.1,5.6
Australia,2008-07-21,17,0.00294117647058824,0,-0.1909249375,0.123529411764706,5.6
Australia,2008-07-28,7,0,0,0.0249180000000001,0.271428571428571,5.6
Australia,2008-08-04,21,0,0,-0.72004615,0.0904761904761905,5.7
Australia,2008-08-11,23,0,0,-0.694081652173913,0.117391304347826,5.7
Australia,2008-08-18,149,0,0,-0.833313671140939,0.0181208053691275,5.7
Australia,2008-08-25,3,0,0,-0.885216333333333,0.0666666666666667,5.7
Australia,2008-09-01,1,0,0,-0.85844,0,5.7
Australia,2008-09-08,8,0,0,-0.779050375,0.0625,5.7
Australia,2008-09-15,6,0,0,-0.7134495,0.05,5.7
Australia,2008-09-22,3,0,0,-0.411056333333333,0.0333333333333333,5.7
Australia,2008-09-29,2,0,0,-0.68856,0,5.7
Australia,2008-10-06,3,0,0,-0.117259666666667,0.0333333333333333,5.7
Australia,2008-10-13,4,0,0,0.8351725,0.15,5.7
Australia,2008-10-20,3,0,0,-0.317010333333333,0.0333333333333333,5.7
Australia,2008-10-27,2,0,0,-0.3120335,0,5.7
Australia,2008-11-03,3,0,0,-0.0993513333333334,0.0666666666666667,5.7
Australia,2008-11-10,4,0.0025,0,0.286335,0.075,5.7
Australia,2008-11-17,4,0,0,0.07161575,0.075,5.7
Australia,2008-11-24,2,0,0,-0.652642,0.25,5.7
Australia,2008-12-01,1,0,0.00502513,0.674652,0.7,5.7
Australia,2008-12-08,1,0,0,-0.499291,0,5.7
Australia,2008-12-15,1,0,0,-1.86818,0.1,5.7
Australia,2008-12-22,3,0,0,-1.187775,0.0666666666666667,5.7
Australia,2008-12-29,0,0,0,0,0,5.7
Australia,2009-01-05,3,0,0,-0.188851666666667,0.233333333333333,5.7
Australia,2009-01-12,4,0,0,-0.02367325,0.2,5.7
Australia,2009-01-19,4,0,0,-0.8050805,0.025,5.7
Australia,2009-01-26,2,0,0,-1.4580475,0,5.7
Australia,2009-02-02,15,0,0,-0.560748428571429,0.106666666666667,5.7
Australia,2009-02-09,7,0.00142857142857143,0.000646412857142857,0.441066714285714,0.2,5.7
Australia,2009-02-16,6,0,0,1.085295,0.383333333333333,5.7
Australia,2009-02-23,1,0,0,0.301198,0,5.7
Australia,2009-03-02,1,0,0,0.337061,0.2,5.7
Australia,2009-03-09,2,0,0,-0.153484,0.15,5.7
Australia,2009-03-16,9,0,0,-0.164543222222222,0.122222222222222,5.7
Australia,2009-03-23,11,0.00272727272727273,0,-0.460201272727273,0.1,5.7
Australia,2009-03-30,4,0,0.0005681825,0.3239745,0.075,5.7
Australia,2009-04-06,5,0,0,-0.3339616,0.2,5.7
Australia,2009-04-13,5,0,0.00027894,0.4568794,0.14,5.7
Australia,2009-04-20,4,0,0,0.3590385,0.025,5.7
Australia,2009-04-27,2,0,0,-0.342574,0.1,5.7
Australia,2009-05-04,1,0,0,-0.384743,0.1,5.7
Australia,2009-05-11,4,0,0,0.190828,0.025,5.7
Australia,2009-05-18,4,0,0,-0.17236425,0.125,5.7
Australia,2009-05-25,7,0,0,0.408894142857143,0.157142857142857,5.7
Australia,2009-06-01,5,0,0,0.4354212,0.28,5.7
Australia,2009-06-08,2,0,0,0.480465,0.55,5.7
Australia,2009-06-15,2,0,0,1.4421585,0.4,5.7
Australia,2009-06-22,2,0,0,0.03773,0.2,5.7
Australia,2009-06-29,4,0,0,0.083842,0.025,5.7
Australia,2009-07-06,4,0.0125,0,1.39253575,0.4125,5.6
Australia,2009-07-13,7,0,0,0.457558285714286,0.264285714285714,5.6
Australia,2009-07-20,4,0,0,1.02011975,0.5125,5.6
Australia,2009-07-27,8,0.00625,0.0001593375,0.6803135,0.23125,5.6
Australia,2009-08-03,5,0,0.000510204,-0.0729724,0.34,5.6
Australia,2009-08-10,5,0,0,0.6052448,0.22,5.6
Australia,2009-08-17,4,0,0,0.16453,0.25,5.6
Australia,2009-08-24,3,0,0,-0.0236576666666667,0.166666666666667,5.6
Australia,2009-08-31,4,0,0,0.2915365,0.175,5.6
Australia,2009-09-07,2,0,0,-0.3201915,0.05,5.6
Australia,2009-09-14,1,0,0,1.316438,0.4,5.6
Australia,2009-09-21,0,0,0,0,0,5.6
Australia,2009-09-28,3,0,0,-0.144531333333333,0.233333333333333,5.6
Australia,2009-10-05,5,0,0,-0.2493246,0.08,5.7
Australia,2009-10-12,3,0,0,0.353379,0.1,5.7
Australia,2009-10-19,2,0,0,-0.43102,0.1,5.7
Australia,2009-10-26,20,0.001,0.0001373625,-0.5573281,0.04,5.7
Australia,2009-11-02,10,0.00555555555555555,0,-0.4717277,0.06,5.7
Australia,2009-11-09,5,0,0,0.0980088,0.22,5.7
Australia,2009-11-16,5,0,0,-0.0464156,0.28,5.7
Australia,2009-11-23,4,0,0,-1.17996925,0.1,5.7
Australia,2009-11-30,1,0,0,0.715308,0.2,5.7
Australia,2009-12-07,2,0,0,0.5386995,0.5,5.7
Australia,2009-12-14,2,0,0,-1.357641,0,5.7
Australia,2009-12-21,1,0,0,1.50645,0.4,5.7
Australia,2009-12-28,3,0,0,-0.442524333333333,0.133333333333333,5.7
Australia,2010-01-04,0,0,0,0,0,5.7
Australia,2010-01-11,2,0,0,0.6188915,0.2,5.7
Australia,2010-01-18,6,0,0,-0.3982285,0.116666666666667,5.7
Australia,2010-01-25,2,0,0,-0.652175,0.05,5.7
Australia,2010-02-01,3,0,0,0.188106,0.1,5.7
Australia,2010-02-08,4,0.0025,0.003846155,-0.178776,0.2,5.7
Australia,2010-02-15,2,0,0,-1.123701,0.15,5.7
Australia,2010-02-22,7,0,0,-0.551786666666667,0.142857142857143,5.7
Australia,2010-03-01,3,0,0,-0.305216,0.0666666666666667,5.7
Australia,2010-03-08,4,0,0,0.375968,0.175,5.7
Australia,2010-03-15,5,0,0,0.0824936,0.1,5.7
Australia,2010-03-22,5,0.012,0,0.3725982,0.38,5.7
Australia,2010-03-29,3,0,0.00110742,1.40404166666667,0.333333333333333,5.7
Australia,2010-04-05,9,0,0,-0.486322333333333,0.0555555555555556,5.7
Australia,2010-04-12,4,0,0,0.23875575,0.3,5.7
Australia,2010-04-19,3,0,0,-0.586608333333333,0.0333333333333333,5.7
Australia,2010-04-26,5,0,0,-1.1451622,0.18,5.7
Australia,2010-05-03,4,0,0,-1.17810175,0.1,5.7
Australia,2010-05-10,5,0.006,0,-0.3749862,0.06,5.7
Australia,2010-05-17,6,0,0,0.595207666666667,0.266666666666667,5.7
Australia,2010-05-24,8,0,0,-0.0490745,0.2,5.7
Australia,2010-05-31,6,0,0,-0.808563166666667,0.35,5.7
Australia,2010-06-07,12,0,0,-0.332563416666667,0.0583333333333333,5.8
Australia,2010-06-14,11,0,0,-0.864843,0.00909090909090909,5.8
Australia,2010-06-21,16,0.000625,0,-0.699757625,0.03125,5.8
Australia,2010-06-28,3,0,0,-0.161782333333333,0.0666666666666667,5.8
Australia,2010-07-05,4,0,0,-0.4747875,0.1,5.8
Australia,2010-07-12,1,0,0,0.112658,0.4,5.8
Australia,2010-07-19,7,0,0,0.125859571428571,0.157142857142857,5.8
Australia,2010-07-26,5,0,0,-0.4360088,0.06,5.8
Australia,2010-08-02,3,0,0,-0.300597,0.133333333333333,5.8
Australia,2010-08-09,3,0,0,0.662241666666667,0.0666666666666667,5.8
Australia,2010-08-16,4,0,0,-0.234984,0.1,5.8
Australia,2010-08-23,1,0,0,0.112772,0,5.8
Australia,2010-08-30,2,0,0,-0.224477,0.05,5.8
Australia,2010-09-06,5,0.002,0,0.0227756,0.12,5.8
Australia,2010-09-13,15,0.00333333333333333,0,-0.282649333333333,0.0666666666666667,5.8
