resolution,index,country,as_of,latest,ewma_baseline,alarm_3p,alarm_3p_alert,alarm_5p,alarm_5p_alert,cusum,cusum_alert
Daily,lss,Vanuatu,2026-07-20,0.0,-0.002,0.16,NORMAL,0.16,NORMAL,0.0,NORMAL
Daily,lss,Vatican City,2026-07-20,0.0,-0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Daily,lss,Venezuela,2026-07-20,0.0,-0.0029,0.06,NORMAL,0.06,NORMAL,0.0,NORMAL
Daily,lss,Vietnam,2026-07-20,0.0,-0.0829,0.21,NORMAL,0.18,NORMAL,0.0,NORMAL
Daily,lss,Western Sahara,2026-07-20,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Daily,lss,Yemen,2026-07-20,0.0,-0.0011,0.05,NORMAL,0.05,NORMAL,0.0,NORMAL
Daily,lss,Zambia,2026-07-20,0.0,-0.0166,0.1,NORMAL,0.1,NORMAL,0.0,NORMAL
Daily,lss,Zimbabwe,2026-07-20,0.0,-0.013,0.11,NORMAL,0.11,NORMAL,0.0,NORMAL
Daily,negativity,Afghanistan,2026-07-20,0.0,0.011,-0.13,NORMAL,-0.13,NORMAL,0.0,NORMAL
Daily,negativity,Albania,2026-07-20,0.0,0.001,-0.11,NORMAL,-0.11,NORMAL,0.0,NORMAL
Daily,negativity,Algeria,2026-07-20,0.0,0.0024,-0.13,NORMAL,-0.13,NORMAL,0.0,NORMAL
Daily,negativity,American Samoa,2026-07-20,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Daily,negativity,Andorra,2026-07-20,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Daily,negativity,Angola,2026-07-20,0.0,0.0011,-0.09,NORMAL,-0.09,NORMAL,0.0,NORMAL
Daily,negativity,Antarctica,2026-07-20,0.0,0.0004,-0.03,NORMAL,-0.03,NORMAL,0.0,NORMAL
Daily,negativity,Antigua & Barbuda,2026-07-20,0.0,0.0013,-0.05,NORMAL,-0.05,NORMAL,0.0,NORMAL
Daily,negativity,Argentina,2026-07-20,0.0,0.0105,-0.18,NORMAL,-0.18,NORMAL,0.65,NORMAL
Daily,negativity,Armenia,2026-07-20,0.0,0.0005,-0.08,NORMAL,-0.08,NORMAL,0.0,NORMAL
Daily,negativity,Aruba,2026-07-20,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Daily,negativity,Australia,2026-07-20,0.0,0.0425,-0.34,NORMAL,-0.34,NORMAL,0.7,NORMAL
Daily,negativity,Austria,2026-07-20,0.0,0.0067,-0.17,NORMAL,-0.17,NORMAL,0.0,NORMAL
Daily,negativity,Azerbaijan,2026-07-20,0.0,0.0096,-0.21,NORMAL,-0.21,NORMAL,0.0,NORMAL
Daily,negativity,Bahamas,2026-07-20,0.0,0.0001,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Daily,negativity,Bahrain,2026-07-20,0.0,0.0047,-0.13,NORMAL,-0.13,NORMAL,0.0,NORMAL
Daily,negativity,Bangladesh,2026-07-20,0.0,0.0085,-0.2,NORMAL,-0.2,NORMAL,0.0,NORMAL
Daily,negativity,Barbados,2026-07-20,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Daily,negativity,Belarus,2026-07-20,0.0,0.0096,-0.2,NORMAL,-0.2,NORMAL,0.0,NORMAL
Daily,negativity,Belgium,2026-07-20,0.0,0.0122,-0.23,NORMAL,0.15,NORMAL,7.07,RED
Daily,negativity,Belize,2026-07-20,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Daily,negativity,Benin,2026-07-20,0.0,0.0018,-0.04,NORMAL,-0.04,NORMAL,0.0,NORMAL
Daily,negativity,Bermuda,2026-07-20,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Daily,negativity,Bhutan,2026-07-20,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Daily,negativity,Bolivia,2026-07-20,0.0,0.0005,-0.06,NORMAL,-0.06,NORMAL,0.0,NORMAL
Daily,negativity,Bosnia & Herzegovina,2026-07-20,0.0,0.0005,-0.1,NORMAL,-0.1,NORMAL,8.61,RED
Daily,negativity,Botswana,2026-07-20,0.0,0.0004,-0.06,NORMAL,-0.06,NORMAL,0.0,NORMAL
Daily,negativity,Brazil,2026-07-20,0.0,0.0374,-0.44,NORMAL,-0.44,NORMAL,0.0,NORMAL
Daily,negativity,British Virgin Islands,2026-07-20,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Daily,negativity,Brunei,2026-07-20,0.0,0.003,-0.1,NORMAL,-0.1,NORMAL,0.0,NORMAL
Daily,negativity,Bulgaria,2026-07-20,0.0,0.0013,-0.14,NORMAL,-0.14,NORMAL,0.0,NORMAL
Daily,negativity,Burkina Faso,2026-07-20,0.0,0.0002,-0.03,NORMAL,-0.03,NORMAL,0.0,NORMAL
Daily,negativity,Burundi,2026-07-20,0.0,0.002,-0.08,NORMAL,-0.08,NORMAL,0.0,NORMAL
Daily,negativity,Cambodia,2026-07-20,0.0,0.0235,-0.09,NORMAL,-0.04,NORMAL,0.0,NORMAL
Daily,negativity,Cameroon,2026-07-20,0.0,0.0028,1.24,NORMAL,0.7,NORMAL,2.79,NORMAL
Daily,negativity,Canada,2026-07-20,0.375,0.0379,0.86,NORMAL,0.37,NORMAL,2.87,NORMAL
Daily,negativity,Cape Verde,2026-07-20,0.0,0.0014,-0.15,NORMAL,-0.15,NORMAL,6.38,RED
Daily,negativity,Cayman Islands,2026-07-20,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Daily,negativity,Central African Republic,2026-07-20,0.0,0.0001,-0.01,NORMAL,-0.01,NORMAL,0.0,NORMAL
Daily,negativity,Chad,2026-07-20,0.0,0.0031,-0.06,NORMAL,-0.06,NORMAL,0.0,NORMAL
Daily,negativity,Chile,2026-07-20,0.0,0.0091,-0.13,NORMAL,-0.13,NORMAL,0.0,NORMAL
Daily,negativity,China,2026-07-20,0.0,0.0035,-0.11,NORMAL,-0.11,NORMAL,0.0,NORMAL
Daily,negativity,Colombia,2026-07-20,0.0,0.0013,-0.1,NORMAL,-0.1,NORMAL,0.0,NORMAL
Daily,negativity,Comoros,2026-07-20,0.0,0.0002,-0.03,NORMAL,-0.03,NORMAL,0.0,NORMAL
Daily,negativity,Congo - Brazzaville,2026-07-20,0.0,0.0031,-0.1,NORMAL,-0.1,NORMAL,0.0,NORMAL
Daily,negativity,Congo - Kinshasa,2026-07-20,0.0,0.0147,-0.22,NORMAL,-0.22,NORMAL,6.25,RED
Daily,negativity,Cook Islands,2026-07-20,0.0,0.0001,-0.02,NORMAL,-0.02,NORMAL,0.0,NORMAL
Daily,negativity,Costa Rica,2026-07-20,0.0,0.0007,-0.12,NORMAL,-0.12,NORMAL,0.0,NORMAL
Daily,negativity,Croatia,2026-07-20,0.0,0.0014,-0.15,NORMAL,-0.15,NORMAL,0.0,NORMAL
Daily,negativity,Cuba,2026-07-20,0.0,0.0342,-0.27,NORMAL,-0.27,NORMAL,2.25,NORMAL
Daily,negativity,Curaçao,2026-07-20,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Daily,negativity,Cyprus,2026-07-20,0.0,0.0007,-0.08,NORMAL,-0.08,NORMAL,0.0,NORMAL
Daily,negativity,Czechia,2026-07-20,0.0,0.0039,5.79,RED,3.42,RED,16.61,RED
Daily,negativity,Côte d’Ivoire,2026-07-20,0.0,0.0019,-0.14,NORMAL,-0.14,NORMAL,0.0,NORMAL
Daily,negativity,Denmark,2026-07-20,0.0,0.0246,-0.21,NORMAL,-0.21,NORMAL,0.0,NORMAL
Daily,negativity,Djibouti,2026-07-20,0.0,0.0031,-0.11,NORMAL,-0.11,NORMAL,2.32,NORMAL
Daily,negativity,Dominica,2026-07-20,0.0,0.002,0.59,NORMAL,0.32,NORMAL,0.84,NORMAL
Daily,negativity,Dominican Republic,2026-07-20,0.0,0.0005,-0.07,NORMAL,-0.07,NORMAL,0.0,NORMAL
Daily,negativity,Ecuador,2026-07-20,0.0,0.0015,-0.14,NORMAL,-0.14,NORMAL,0.0,NORMAL
Daily,negativity,Egypt,2026-07-20,0.0,0.0208,-0.3,NORMAL,-0.15,NORMAL,0.0,NORMAL
Daily,negativity,El Salvador,2026-07-20,0.0,0.0003,-0.01,NORMAL,-0.01,NORMAL,0.0,NORMAL
Daily,negativity,Equatorial Guinea,2026-07-20,0.0,0.0002,-0.03,NORMAL,-0.03,NORMAL,0.0,NORMAL
Daily,negativity,Eritrea,2026-07-20,0.0,0.0008,-0.11,NORMAL,-0.11,NORMAL,0.0,NORMAL
Daily,negativity,Estonia,2026-07-20,0.0,0.0006,-0.08,NORMAL,-0.08,NORMAL,0.0,NORMAL
Daily,negativity,Eswatini,2026-07-20,0.0,0.0057,-0.1,NORMAL,-0.1,NORMAL,0.0,NORMAL
Daily,negativity,Ethiopia,2026-07-20,0.0,0.0121,-0.25,NORMAL,-0.25,NORMAL,0.0,NORMAL
Daily,negativity,Faroe Islands,2026-07-20,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Daily,negativity,Fiji,2026-07-20,0.0,0.0021,-0.07,NORMAL,-0.07,NORMAL,0.0,NORMAL
Daily,negativity,Finland,2026-07-20,0.0,0.0062,-0.13,NORMAL,-0.13,NORMAL,0.26,NORMAL
Daily,negativity,France,2026-07-20,0.75,0.073,1.22,NORMAL,0.81,NORMAL,4.16,YELLOW
Daily,negativity,French Polynesia,2026-07-20,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Daily,negativity,Gabon,2026-07-20,0.0,0.0016,-0.06,NORMAL,-0.06,NORMAL,0.0,NORMAL
Daily,negativity,Gambia,2026-07-20,0.0,0.0012,-0.13,NORMAL,-0.13,NORMAL,0.42,NORMAL
Daily,negativity,Georgia,2026-07-20,0.0,0.0032,-0.11,NORMAL,-0.11,NORMAL,0.0,NORMAL
Daily,negativity,Germany,2026-07-20,0.0,0.0735,-0.53,NORMAL,-0.53,NORMAL,0.0,NORMAL
Daily,negativity,Ghana,2026-07-20,0.0,0.0051,-0.15,NORMAL,-0.15,NORMAL,0.0,NORMAL
Daily,negativity,Gibraltar,2026-07-20,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Daily,negativity,Greece,2026-07-20,0.0,0.0091,-0.27,NORMAL,-0.27,NORMAL,0.0,NORMAL
Daily,negativity,Greenland,2026-07-20,0.0,0.0118,-0.13,NORMAL,-0.13,NORMAL,0.0,NORMAL
Daily,negativity,Grenada,2026-07-20,0.0,0.0002,-0.04,NORMAL,-0.04,NORMAL,0.0,NORMAL
Daily,negativity,Guadeloupe,2026-07-20,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Daily,negativity,Guam,2026-07-20,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Daily,negativity,Guatemala,2026-07-20,0.0,0.0002,-0.01,NORMAL,-0.01,NORMAL,0.0,NORMAL
Daily,negativity,Guinea,2026-07-20,0.0,0.0034,-0.22,NORMAL,-0.22,NORMAL,9.96,RED
Daily,negativity,Guinea-Bissau,2026-07-20,0.0,0.0003,-0.11,NORMAL,-0.11,NORMAL,0.0,NORMAL
Daily,negativity,Guyana,2026-07-20,0.0,0.003,-0.1,NORMAL,-0.1,NORMAL,0.0,NORMAL
Daily,negativity,Haiti,2026-07-20,0.0,0.0001,-0.01,NORMAL,-0.01,NORMAL,0.0,NORMAL
Daily,negativity,Honduras,2026-07-20,0.0,0.0002,-0.09,NORMAL,-0.09,NORMAL,0.0,NORMAL
Daily,negativity,Hungary,2026-07-20,0.0,0.0063,-0.2,NORMAL,-0.2,NORMAL,0.0,NORMAL
Daily,negativity,Iceland,2026-07-20,0.0,0.0006,-0.03,NORMAL,-0.03,NORMAL,0.0,NORMAL
Daily,negativity,India,2026-07-20,0.0,0.0337,-0.31,NORMAL,-0.31,NORMAL,0.0,NORMAL
Daily,negativity,Indonesia,2026-07-20,0.1,0.0264,0.31,NORMAL,0.31,NORMAL,0.47,NORMAL
Daily,negativity,Iran,2026-07-20,0.65,0.1361,0.61,NORMAL,0.11,NORMAL,40.85,RED
Daily,negativity,Iraq,2026-07-20,0.0,0.0125,-0.16,NORMAL,-0.16,NORMAL,0.0,NORMAL
Daily,negativity,Ireland,2026-07-20,0.0,0.0018,-0.1,NORMAL,-0.1,NORMAL,0.0,NORMAL
Daily,negativity,Israel,2026-07-20,0.0,0.0833,-0.38,NORMAL,-0.38,NORMAL,0.0,NORMAL
Daily,negativity,Italy,2026-07-20,0.75,0.0251,2.9,YELLOW,1.87,NORMAL,8.85,RED
Daily,negativity,Jamaica,2026-07-20,0.0,0.0029,-0.09,NORMAL,-0.09,NORMAL,0.0,NORMAL
Daily,negativity,Japan,2026-07-20,0.7,0.3453,-0.36,NORMAL,-0.45,NORMAL,73.96,RED
Daily,negativity,Jordan,2026-07-20,0.0,0.0035,-0.1,NORMAL,-0.1,NORMAL,0.0,NORMAL
Daily,negativity,Kazakhstan,2026-07-20,0.0,0.0149,-0.42,NORMAL,0.42,NORMAL,0.0,NORMAL
Daily,negativity,Kenya,2026-07-20,0.1,0.0119,0.48,NORMAL,0.18,NORMAL,1.46,NORMAL
Daily,negativity,Kiribati,2026-07-20,0.0,0.0002,-0.04,NORMAL,-0.04,NORMAL,0.0,NORMAL
Daily,negativity,Kuwait,2026-07-20,0.0,0.0038,-0.08,NORMAL,-0.08,NORMAL,0.0,NORMAL
Daily,negativity,Kyrgyzstan,2026-07-20,0.0,0.0092,-0.29,NORMAL,-0.29,NORMAL,0.0,NORMAL
Daily,negativity,Laos,2026-07-20,0.0,0.0204,-0.4,NORMAL,-0.01,NORMAL,0.0,NORMAL
Daily,negativity,Latvia,2026-07-20,0.0,0.0008,-0.09,NORMAL,-0.09,NORMAL,0.0,NORMAL
Daily,negativity,Lebanon,2026-07-20,0.0,0.0094,-0.16,NORMAL,-0.16,NORMAL,0.0,NORMAL
Daily,negativity,Lesotho,2026-07-20,0.0,0.0016,0.82,NORMAL,0.46,NORMAL,1.54,NORMAL
Daily,negativity,Liberia,2026-07-20,0.0,0.0023,-0.09,NORMAL,-0.09,NORMAL,0.0,NORMAL
Daily,negativity,Libya,2026-07-20,0.0,0.0021,-0.08,NORMAL,-0.08,NORMAL,0.0,NORMAL
Daily,negativity,Liechtenstein,2026-07-20,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Daily,negativity,Lithuania,2026-07-20,0.0,0.0003,-0.06,NORMAL,-0.06,NORMAL,0.0,NORMAL
Daily,negativity,Luxembourg,2026-07-20,0.0,0.0014,-0.09,NORMAL,-0.09,NORMAL,0.0,NORMAL
Daily,negativity,Madagascar,2026-07-20,0.0,0.0013,-0.14,NORMAL,-0.14,NORMAL,0.0,NORMAL
Daily,negativity,Malawi,2026-07-20,0.0,0.0022,-0.16,NORMAL,1.28,NORMAL,4.76,YELLOW
Daily,negativity,Malaysia,2026-07-20,0.0,0.0265,-0.32,NORMAL,-0.32,NORMAL,0.0,NORMAL
Daily,negativity,Maldives,2026-07-20,0.0,0.0018,-0.1,NORMAL,-0.1,NORMAL,0.0,NORMAL
Daily,negativity,Mali,2026-07-20,0.0,0.0036,-0.1,NORMAL,-0.1,NORMAL,0.0,NORMAL
Daily,negativity,Malta,2026-07-20,0.0,0.0004,-0.07,NORMAL,-0.07,NORMAL,0.0,NORMAL
Daily,negativity,Marshall Islands,2026-07-20,0.0,0.0006,-0.11,NORMAL,-0.11,NORMAL,13.58,RED
Daily,negativity,Martinique,2026-07-20,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Daily,negativity,Mauritania,2026-07-20,0.0,0.0014,-0.09,NORMAL,-0.09,NORMAL,0.0,NORMAL
Daily,negativity,Mauritius,2026-07-20,0.0,0.0014,-0.07,NORMAL,-0.07,NORMAL,0.0,NORMAL
Daily,negativity,Mexico,2026-07-20,0.1,0.0202,0.16,NORMAL,-0.0,NORMAL,3.09,YELLOW
Daily,negativity,Micronesia (Federated States of),2026-07-20,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Daily,negativity,Moldova,2026-07-20,0.0,0.0061,-0.13,NORMAL,-0.13,NORMAL,0.0,NORMAL
Daily,negativity,Monaco,2026-07-20,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Daily,negativity,Mongolia,2026-07-20,0.0,0.0103,0.14,NORMAL,-0.01,NORMAL,0.0,NORMAL
Daily,negativity,Montenegro,2026-07-20,0.0,0.0041,-0.18,NORMAL,-0.18,NORMAL,15.96,RED
Daily,negativity,Morocco,2026-07-20,0.0,0.0057,-0.13,NORMAL,-0.13,NORMAL,1.45,NORMAL
Daily,negativity,Mozambique,2026-07-20,0.0,0.005,1.02,NORMAL,0.54,NORMAL,2.25,NORMAL
Daily,negativity,Myanmar (Burma),2026-07-20,0.0,0.0194,-0.23,NORMAL,-0.23,NORMAL,0.0,NORMAL
Daily,negativity,Namibia,2026-07-20,0.0,0.005,-0.29,NORMAL,-0.29,NORMAL,15.22,RED
Daily,negativity,Nauru,2026-07-20,0.0,0.0025,-0.09,NORMAL,-0.09,NORMAL,0.0,NORMAL
Daily,negativity,Nepal,2026-07-20,0.0,0.0107,-0.16,NORMAL,-0.16,NORMAL,0.0,NORMAL
Daily,negativity,Netherlands,2026-07-20,0.0,0.0195,-0.23,NORMAL,-0.23,NORMAL,0.0,NORMAL
Daily,negativity,New Caledonia,2026-07-20,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Daily,negativity,New Zealand,2026-07-20,0.0,0.0129,-0.19,NORMAL,0.1,NORMAL,0.0,NORMAL
Daily,negativity,Nicaragua,2026-07-20,0.0,0.0007,-0.07,NORMAL,-0.07,NORMAL,0.0,NORMAL
Daily,negativity,Niger,2026-07-20,0.0,0.0013,-0.04,NORMAL,-0.04,NORMAL,0.0,NORMAL
Daily,negativity,Nigeria,2026-07-20,0.0,0.01,-0.17,NORMAL,-0.17,NORMAL,10.88,RED
Daily,negativity,Niue,2026-07-20,0.0,0.0001,-0.04,NORMAL,-0.04,NORMAL,0.0,NORMAL
Daily,negativity,North Korea,2026-07-20,0.0,0.0146,-0.19,NORMAL,-0.19,NORMAL,0.0,NORMAL
Daily,negativity,North Macedonia,2026-07-20,0.0,0.0001,-0.06,NORMAL,-0.06,NORMAL,0.0,NORMAL
Daily,negativity,Northern Mariana Islands,2026-07-20,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Daily,negativity,Norway,2026-07-20,0.0,0.0086,-0.22,NORMAL,-0.22,NORMAL,10.71,RED
Daily,negativity,Oman,2026-07-20,0.0,0.0074,-0.14,NORMAL,-0.14,NORMAL,0.0,NORMAL
Daily,negativity,Pakistan,2026-07-20,0.0,0.0551,-0.04,NORMAL,-0.08,NORMAL,0.0,NORMAL
Daily,negativity,Palau,2026-07-20,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Daily,negativity,Palestinian Territories,2026-07-20,0.0,0.0376,-0.24,NORMAL,-0.24,NORMAL,0.0,NORMAL
Daily,negativity,Panama,2026-07-20,0.0,0.0028,-0.07,NORMAL,-0.07,NORMAL,0.0,NORMAL
Daily,negativity,Papua New Guinea,2026-07-20,0.0,0.0012,-0.09,NORMAL,-0.09,NORMAL,0.0,NORMAL
Daily,negativity,Paraguay,2026-07-20,0.0,0.0001,-0.02,NORMAL,-0.02,NORMAL,0.0,NORMAL
Daily,negativity,Peru,2026-07-20,0.0,0.0093,-0.29,NORMAL,-0.29,NORMAL,7.92,RED
Daily,negativity,Philippines,2026-07-20,0.75,0.069,1.03,NORMAL,2.48,YELLOW,26.84,RED
Daily,negativity,Poland,2026-07-20,0.0,0.0086,-0.15,NORMAL,-0.15,NORMAL,0.0,NORMAL
Daily,negativity,Portugal,2026-07-20,0.0,0.0074,-0.16,NORMAL,0.26,NORMAL,0.0,NORMAL
Daily,negativity,Puerto Rico,2026-07-20,0.0,0.0001,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Daily,negativity,Qatar,2026-07-20,0.0,0.011,-0.14,NORMAL,-0.14,NORMAL,0.0,NORMAL
Daily,negativity,Romania,2026-07-20,0.0,0.0024,-0.09,NORMAL,0.63,NORMAL,1.21,NORMAL
Daily,negativity,Russia,2026-07-20,0.65,0.1019,0.68,NORMAL,0.7,NORMAL,2.82,NORMAL
Daily,negativity,Rwanda,2026-07-20,0.0,0.0023,-0.12,NORMAL,-0.12,NORMAL,0.0,NORMAL
Daily,negativity,Réunion,2026-07-20,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Daily,negativity,Samoa,2026-07-20,0.0,0.0004,-0.02,NORMAL,-0.02,NORMAL,0.0,NORMAL
Daily,negativity,San Marino,2026-07-20,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Daily,negativity,Saudi Arabia,2026-07-20,0.0,0.0244,-0.25,NORMAL,-0.25,NORMAL,0.0,NORMAL
Daily,negativity,Senegal,2026-07-20,0.0,0.0041,-0.12,NORMAL,-0.12,NORMAL,0.0,NORMAL
Daily,negativity,Serbia,2026-07-20,0.0,0.0126,-0.21,NORMAL,-0.21,NORMAL,0.0,NORMAL
Daily,negativity,Seychelles,2026-07-20,0.0,0.0042,-0.14,NORMAL,-0.14,NORMAL,0.0,NORMAL
Daily,negativity,Sierra Leone,2026-07-20,0.0,0.0024,-0.08,NORMAL,-0.08,NORMAL,0.0,NORMAL
Daily,negativity,Singapore,2026-07-20,0.0,0.0343,-0.32,NORMAL,-0.32,NORMAL,0.0,NORMAL
Daily,negativity,Slovakia,2026-07-20,0.0,0.0008,-0.08,NORMAL,-0.08,NORMAL,0.0,NORMAL
Daily,negativity,Slovenia,2026-07-20,0.0,0.0016,-0.12,NORMAL,-0.12,NORMAL,0.0,NORMAL
Daily,negativity,Solomon Islands,2026-07-20,0.0,0.0031,-0.12,NORMAL,-0.12,NORMAL,14.96,RED
Daily,negativity,Somalia,2026-07-20,0.0,0.0006,-0.07,NORMAL,-0.07,NORMAL,0.0,NORMAL
Daily,negativity,South Africa,2026-07-20,0.0,0.0224,-0.32,NORMAL,-0.32,NORMAL,0.0,NORMAL
Daily,negativity,South Korea,2026-07-20,0.1,0.0715,-0.26,NORMAL,0.46,NORMAL,0.0,NORMAL
Daily,negativity,South Sudan,2026-07-20,0.0,0.0048,-0.08,NORMAL,-0.08,NORMAL,0.0,NORMAL
Daily,negativity,Spain,2026-07-20,0.75,0.0355,2.36,YELLOW,1.92,NORMAL,12.89,RED
Daily,negativity,Sri Lanka,2026-07-20,0.0,0.0078,-0.15,NORMAL,-0.15,NORMAL,0.0,NORMAL
Daily,negativity,St. Helena,2026-07-20,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Daily,negativity,St. Kitts & Nevis,2026-07-20,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Daily,negativity,St. Lucia,2026-07-20,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Daily,negativity,St. Vincent & Grenadines,2026-07-20,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Daily,negativity,Sudan,2026-07-20,0.0,0.0135,-0.16,NORMAL,-0.16,NORMAL,0.0,NORMAL
Daily,negativity,Suriname,2026-07-20,0.0,0.0001,-0.01,NORMAL,-0.01,NORMAL,0.0,NORMAL
Daily,negativity,Svalbard & Jan Mayen,2026-07-20,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Daily,negativity,Sweden,2026-07-20,0.0,0.0079,-0.17,NORMAL,-0.17,NORMAL,0.0,NORMAL
Daily,negativity,Switzerland,2026-07-20,0.0,0.0158,-0.23,NORMAL,-0.23,NORMAL,0.0,NORMAL
Daily,negativity,Syria,2026-07-20,0.0,0.0082,-0.15,NORMAL,-0.15,NORMAL,0.0,NORMAL
Daily,negativity,São Tomé & Príncipe,2026-07-20,0.0,0.0004,-0.05,NORMAL,-0.05,NORMAL,0.0,NORMAL
Daily,negativity,Taiwan,2026-07-20,0.0,0.1697,-0.48,NORMAL,-0.46,NORMAL,0.0,NORMAL
Daily,negativity,Tajikistan,2026-07-20,0.0,0.0078,-0.17,NORMAL,-0.17,NORMAL,0.0,NORMAL
Daily,negativity,Tanzania,2026-07-20,0.0,0.011,-0.28,NORMAL,-0.28,NORMAL,0.0,NORMAL
Daily,negativity,Thailand,2026-07-20,0.1,0.0362,0.14,NORMAL,0.14,NORMAL,0.07,NORMAL
Daily,negativity,Timor-Leste,2026-07-20,0.0,0.0018,-0.13,NORMAL,-0.13,NORMAL,0.0,NORMAL
Daily,negativity,Togo,2026-07-20,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Daily,negativity,Tonga,2026-07-20,0.0,0.001,-0.05,NORMAL,-0.05,NORMAL,0.0,NORMAL
Daily,negativity,Trinidad & Tobago,2026-07-20,0.0,0.0003,-0.05,NORMAL,-0.05,NORMAL,0.0,NORMAL
Daily,negativity,Tunisia,2026-07-20,0.0,0.004,-0.14,NORMAL,-0.14,NORMAL,0.0,NORMAL
Daily,negativity,Turkey,2026-07-20,0.0,0.0139,-0.19,NORMAL,-0.19,NORMAL,0.0,NORMAL
Daily,negativity,Turkmenistan,2026-07-20,0.0,0.0062,-0.15,NORMAL,-0.15,NORMAL,0.0,NORMAL
Daily,negativity,Tuvalu,2026-07-20,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Daily,negativity,UK,2026-07-20,0.0,0.0608,0.35,NORMAL,0.03,NORMAL,0.51,NORMAL
Daily,negativity,US,2026-07-20,0.2833,0.2298,-0.38,NORMAL,0.18,NORMAL,0.0,NORMAL
Daily,negativity,Uganda,2026-07-20,0.0,0.0091,-0.16,NORMAL,-0.16,NORMAL,0.0,NORMAL
Daily,negativity,Ukraine,2026-07-20,0.65,0.0209,2.48,YELLOW,1.38,NORMAL,11.26,RED
Daily,negativity,United Arab Emirates,2026-07-20,0.0,0.0294,-0.27,NORMAL,-0.27,NORMAL,0.0,NORMAL
Daily,negativity,Uruguay,2026-07-20,0.0,0.0027,-0.09,NORMAL,-0.09,NORMAL,0.0,NORMAL
Daily,negativity,Uzbekistan,2026-07-20,0.0,0.0151,-0.39,NORMAL,-0.39,NORMAL,0.0,NORMAL
Daily,negativity,Vanuatu,2026-07-20,0.0,0.0001,-0.01,NORMAL,-0.01,NORMAL,0.0,NORMAL
Daily,negativity,Vatican City,2026-07-20,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Daily,negativity,Venezuela,2026-07-20,0.0,0.0321,-0.22,NORMAL,-0.22,NORMAL,0.0,NORMAL
Daily,negativity,Vietnam,2026-07-20,0.0,0.0264,-0.29,NORMAL,0.04,NORMAL,0.0,NORMAL
Daily,negativity,Western Sahara,2026-07-20,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Daily,negativity,Yemen,2026-07-20,0.0,0.0044,-0.09,NORMAL,-0.09,NORMAL,0.0,NORMAL
Daily,negativity,Zambia,2026-07-20,0.0,0.0047,-0.21,NORMAL,-0.21,NORMAL,0.24,NORMAL
Daily,negativity,Zimbabwe,2026-07-20,0.0,0.0037,-0.17,NORMAL,-0.17,NORMAL,0.0,NORMAL
Weekly,deepseek,Afghanistan,2026-07-14,0.0,0.0008,-0.11,NORMAL,-0.11,NORMAL,0.0,NORMAL
