resolution,index,country,as_of,latest,ewma_baseline,alarm_3p,alarm_3p_alert,alarm_5p,alarm_5p_alert,cusum,cusum_alert
Weekly,lexicon,Singapore,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Slovakia,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Slovenia,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Solomon Islands,2026-07-14,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Somalia,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,South Africa,2026-07-14,0.0,0.0,-0.09,NORMAL,-0.09,NORMAL,0.0,NORMAL
Weekly,lexicon,South Korea,2026-07-14,0.0,0.0,-0.29,NORMAL,-0.29,NORMAL,0.0,NORMAL
Weekly,lexicon,South Sudan,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Spain,2026-07-14,0.0,0.0,-0.02,NORMAL,-0.02,NORMAL,0.0,NORMAL
Weekly,lexicon,Sri Lanka,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,St. Helena,2026-07-14,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,St. Kitts & Nevis,2026-07-14,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,St. Lucia,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,St. Vincent & Grenadines,2026-07-14,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Sudan,2026-07-14,0.0,0.0,-0.01,NORMAL,-0.01,NORMAL,0.0,NORMAL
Weekly,lexicon,Suriname,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Svalbard & Jan Mayen,2026-07-14,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Sweden,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Switzerland,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Syria,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,São Tomé & Príncipe,2026-07-14,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Taiwan,2026-07-14,0.0,0.0002,-0.31,NORMAL,-0.23,NORMAL,0.0,NORMAL
Weekly,lexicon,Tajikistan,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Tanzania,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Thailand,2026-07-14,0.0,0.0,-0.18,NORMAL,-0.18,NORMAL,0.0,NORMAL
Weekly,lexicon,Timor-Leste,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Togo,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Tonga,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Trinidad & Tobago,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Tunisia,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Turkey,2026-07-14,0.0,0.0,-0.18,NORMAL,-0.18,NORMAL,0.0,NORMAL
Weekly,lexicon,Turkmenistan,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Tuvalu,2026-07-14,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,UK,2026-07-14,0.0,0.0,1.33,NORMAL,0.67,NORMAL,3.47,YELLOW
Weekly,lexicon,US,2026-07-14,0.0,0.0001,-0.01,NORMAL,-0.28,NORMAL,0.0,NORMAL
Weekly,lexicon,Uganda,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Ukraine,2026-07-14,0.0,0.0001,2.14,YELLOW,1.18,NORMAL,5.27,RED
Weekly,lexicon,United Arab Emirates,2026-07-14,0.0,0.0,-0.06,NORMAL,-0.06,NORMAL,0.0,NORMAL
Weekly,lexicon,Uruguay,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Uzbekistan,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Vanuatu,2026-07-14,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Vatican City,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Venezuela,2026-07-14,0.0,0.0,-0.4,NORMAL,-0.4,NORMAL,0.0,NORMAL
Weekly,lexicon,Vietnam,2026-07-14,0.0,0.0,-0.1,NORMAL,-0.1,NORMAL,0.0,NORMAL
Weekly,lexicon,Western Sahara,2026-07-14,0.0,0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Yemen,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Zambia,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lexicon,Zimbabwe,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lss,Afghanistan,2026-07-14,0.0,-0.0165,0.13,NORMAL,0.13,NORMAL,0.0,NORMAL
Weekly,lss,Albania,2026-07-14,0.0,-0.0245,0.11,NORMAL,0.11,NORMAL,0.0,NORMAL
Weekly,lss,Algeria,2026-07-14,0.0,-0.0569,0.22,NORMAL,0.22,NORMAL,0.0,NORMAL
Weekly,lss,American Samoa,2026-07-14,0.0,-0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Weekly,lss,Andorra,2026-07-14,0.0,-0.0033,0.04,NORMAL,0.04,NORMAL,0.0,NORMAL
Weekly,lss,Angola,2026-07-14,0.0,-0.0288,0.09,NORMAL,0.09,NORMAL,0.0,NORMAL
Weekly,lss,Antarctica,2026-07-14,0.0,-0.0018,0.07,NORMAL,0.07,NORMAL,0.0,NORMAL
Weekly,lss,Antigua & Barbuda,2026-07-14,0.0,-0.0081,0.21,NORMAL,0.21,NORMAL,0.0,NORMAL
Weekly,lss,Argentina,2026-07-14,0.0,-0.0866,0.21,NORMAL,0.21,NORMAL,0.0,NORMAL
Weekly,lss,Armenia,2026-07-14,0.0,-0.0235,0.08,NORMAL,0.08,NORMAL,0.0,NORMAL
Weekly,lss,Aruba,2026-07-14,0.0,-0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Weekly,lss,Australia,2026-07-14,0.0,-0.1466,0.42,NORMAL,0.41,NORMAL,6.0,RED
Weekly,lss,Austria,2026-07-14,0.0,-0.0945,0.28,NORMAL,0.25,NORMAL,0.0,NORMAL
Weekly,lss,Azerbaijan,2026-07-14,0.0,-0.0541,0.25,NORMAL,0.25,NORMAL,0.0,NORMAL
Weekly,lss,Bahamas,2026-07-14,0.0,-0.0032,0.03,NORMAL,0.03,NORMAL,0.0,NORMAL
Weekly,lss,Bahrain,2026-07-14,0.0,-0.018,0.25,NORMAL,0.25,NORMAL,0.0,NORMAL
Weekly,lss,Bangladesh,2026-07-14,-0.0279,-0.0925,0.23,NORMAL,0.23,NORMAL,0.0,NORMAL
Weekly,lss,Barbados,2026-07-14,0.0,-0.0065,3.99,RED,3.99,RED,0.0,NORMAL
Weekly,lss,Belarus,2026-07-14,0.0,-0.081,0.27,NORMAL,0.27,NORMAL,2.87,NORMAL
Weekly,lss,Belgium,2026-07-14,0.0031,-0.1153,0.24,NORMAL,0.22,NORMAL,0.0,NORMAL
Weekly,lss,Belize,2026-07-14,0.0,0.0002,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lss,Benin,2026-07-14,0.0,-0.0381,0.13,NORMAL,0.13,NORMAL,0.0,NORMAL
Weekly,lss,Bermuda,2026-07-14,0.0,-0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Weekly,lss,Bhutan,2026-07-14,0.0,-0.0011,0.01,NORMAL,0.01,NORMAL,0.0,NORMAL
Weekly,lss,Bolivia,2026-07-14,0.0,-0.0417,0.12,NORMAL,0.12,NORMAL,0.0,NORMAL
Weekly,lss,Bosnia & Herzegovina,2026-07-14,0.0,-0.0266,0.14,NORMAL,0.18,NORMAL,0.0,NORMAL
Weekly,lss,Botswana,2026-07-14,0.0,-0.0287,0.25,NORMAL,0.25,NORMAL,0.0,NORMAL
Weekly,lss,Brazil,2026-07-14,0.0,-0.13,0.52,NORMAL,0.54,NORMAL,0.7,NORMAL
Weekly,lss,British Virgin Islands,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lss,Brunei,2026-07-14,0.0,-0.0485,0.23,NORMAL,0.23,NORMAL,0.0,NORMAL
Weekly,lss,Bulgaria,2026-07-14,0.0,-0.0639,0.28,NORMAL,0.28,NORMAL,0.0,NORMAL
Weekly,lss,Burkina Faso,2026-07-14,0.0,-0.011,0.08,NORMAL,0.08,NORMAL,0.0,NORMAL
Weekly,lss,Burundi,2026-07-14,0.0,-0.0238,0.12,NORMAL,0.11,NORMAL,0.0,NORMAL
Weekly,lss,Cambodia,2026-07-14,-0.0138,-0.1897,0.39,NORMAL,0.37,NORMAL,10.35,RED
Weekly,lss,Cameroon,2026-07-14,-0.0002,-0.0378,0.1,NORMAL,0.1,NORMAL,0.0,NORMAL
Weekly,lss,Canada,2026-07-14,0.0035,-0.105,0.22,NORMAL,0.2,NORMAL,0.0,NORMAL
Weekly,lss,Cape Verde,2026-07-14,0.0,-0.006,-0.13,NORMAL,-0.06,NORMAL,0.0,NORMAL
Weekly,lss,Cayman Islands,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lss,Central African Republic,2026-07-14,0.0,-0.0038,1.19,NORMAL,1.19,NORMAL,0.0,NORMAL
Weekly,lss,Chad,2026-07-14,0.0,-0.0042,0.21,NORMAL,0.11,NORMAL,0.0,NORMAL
Weekly,lss,Chile,2026-07-14,0.0,-0.097,0.27,NORMAL,0.26,NORMAL,0.0,NORMAL
Weekly,lss,China,2026-07-14,0.0,0.0173,-0.07,NORMAL,-0.07,NORMAL,0.0,NORMAL
Weekly,lss,Colombia,2026-07-14,0.0,-0.0777,0.21,NORMAL,0.23,NORMAL,0.0,NORMAL
Weekly,lss,Comoros,2026-07-14,0.0,-0.0255,0.09,NORMAL,0.09,NORMAL,0.0,NORMAL
Weekly,lss,Congo - Brazzaville,2026-07-14,0.0,-0.0172,0.19,NORMAL,0.19,NORMAL,0.0,NORMAL
Weekly,lss,Congo - Kinshasa,2026-07-14,0.0,-0.0129,0.12,NORMAL,0.15,NORMAL,0.0,NORMAL
Weekly,lss,Cook Islands,2026-07-14,0.0,-0.0085,0.11,NORMAL,0.11,NORMAL,0.0,NORMAL
Weekly,lss,Costa Rica,2026-07-14,0.0,-0.0043,0.11,NORMAL,0.11,NORMAL,0.0,NORMAL
Weekly,lss,Croatia,2026-07-14,0.0,-0.0215,0.82,NORMAL,0.82,NORMAL,0.0,NORMAL
Weekly,lss,Cuba,2026-07-14,0.0343,-0.0725,0.18,NORMAL,0.19,NORMAL,0.0,NORMAL
Weekly,lss,Curaçao,2026-07-14,0.0,-0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Weekly,lss,Cyprus,2026-07-14,0.0,-0.0254,0.12,NORMAL,0.12,NORMAL,0.0,NORMAL
Weekly,lss,Czechia,2026-07-14,-0.0305,-0.0383,0.1,NORMAL,0.11,NORMAL,0.0,NORMAL
Weekly,lss,Côte d’Ivoire,2026-07-14,0.0,-0.0735,0.24,NORMAL,0.25,NORMAL,0.0,NORMAL
Weekly,lss,Denmark,2026-07-14,0.0,-0.088,0.32,NORMAL,0.3,NORMAL,0.0,NORMAL
Weekly,lss,Djibouti,2026-07-14,0.0,-0.0438,0.27,NORMAL,0.27,NORMAL,0.0,NORMAL
Weekly,lss,Dominica,2026-07-14,-0.0042,-0.0187,0.1,NORMAL,0.1,NORMAL,0.0,NORMAL
Weekly,lss,Dominican Republic,2026-07-14,0.0,-0.0139,0.08,NORMAL,0.08,NORMAL,0.0,NORMAL
Weekly,lss,Ecuador,2026-07-14,0.0,-0.0451,0.2,NORMAL,0.19,NORMAL,0.0,NORMAL
Weekly,lss,Egypt,2026-07-14,-0.0028,-0.1508,0.34,NORMAL,0.33,NORMAL,0.46,NORMAL
Weekly,lss,El Salvador,2026-07-14,0.0,-0.0008,0.03,NORMAL,0.03,NORMAL,0.0,NORMAL
Weekly,lss,Equatorial Guinea,2026-07-14,0.0,-0.0165,0.08,NORMAL,0.08,NORMAL,0.0,NORMAL
Weekly,lss,Eritrea,2026-07-14,0.0,-0.0144,2.76,YELLOW,2.76,YELLOW,0.0,NORMAL
Weekly,lss,Estonia,2026-07-14,0.0,-0.0038,0.03,NORMAL,0.03,NORMAL,0.0,NORMAL
Weekly,lss,Eswatini,2026-07-14,0.0,0.0053,-0.43,NORMAL,-0.43,NORMAL,0.0,NORMAL
Weekly,lss,Ethiopia,2026-07-14,0.0,-0.063,0.17,NORMAL,0.2,NORMAL,0.0,NORMAL
Weekly,lss,Faroe Islands,2026-07-14,0.0,-0.0006,0.1,NORMAL,0.1,NORMAL,0.0,NORMAL
Weekly,lss,Fiji,2026-07-14,0.0,-0.0298,0.05,NORMAL,0.05,NORMAL,0.0,NORMAL
Weekly,lss,Finland,2026-07-14,0.0,-0.0233,0.1,NORMAL,0.11,NORMAL,0.0,NORMAL
Weekly,lss,France,2026-07-14,-0.0086,-0.2574,0.44,NORMAL,0.44,NORMAL,23.96,RED
Weekly,lss,French Polynesia,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lss,Gabon,2026-07-14,0.0,-0.024,0.21,NORMAL,0.21,NORMAL,0.0,NORMAL
Weekly,lss,Gambia,2026-07-14,0.0,-0.048,0.09,NORMAL,0.1,NORMAL,0.0,NORMAL
Weekly,lss,Georgia,2026-07-14,0.0,-0.0414,0.14,NORMAL,0.12,NORMAL,0.0,NORMAL
Weekly,lss,Germany,2026-07-14,-0.0317,-0.2264,0.46,NORMAL,0.46,NORMAL,20.84,RED
Weekly,lss,Ghana,2026-07-14,0.0,-0.0683,0.19,NORMAL,0.19,NORMAL,0.0,NORMAL
Weekly,lss,Gibraltar,2026-07-14,0.0,-0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Weekly,lss,Greece,2026-07-14,-0.0177,-0.1566,0.31,NORMAL,0.31,NORMAL,2.57,NORMAL
Weekly,lss,Greenland,2026-07-14,0.0,0.0038,-0.49,NORMAL,-0.49,NORMAL,0.0,NORMAL
Weekly,lss,Grenada,2026-07-14,0.0,-0.0098,0.04,NORMAL,0.04,NORMAL,0.0,NORMAL
Weekly,lss,Guadeloupe,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lss,Guam,2026-07-14,0.0,-0.0004,0.01,NORMAL,0.01,NORMAL,0.0,NORMAL
Weekly,lss,Guatemala,2026-07-14,0.0,0.002,-0.01,NORMAL,-0.01,NORMAL,0.0,NORMAL
Weekly,lss,Guinea,2026-07-14,0.0,-0.0401,0.15,NORMAL,0.15,NORMAL,0.0,NORMAL
Weekly,lss,Guinea-Bissau,2026-07-14,0.0,-0.0061,1.29,NORMAL,1.29,NORMAL,0.0,NORMAL
Weekly,lss,Guyana,2026-07-14,0.0,-0.0393,0.15,NORMAL,0.15,NORMAL,0.0,NORMAL
Weekly,lss,Haiti,2026-07-14,0.0,0.0038,-0.02,NORMAL,-0.02,NORMAL,0.0,NORMAL
Weekly,lss,Honduras,2026-07-14,0.0,-0.0121,3.53,RED,3.53,RED,0.0,NORMAL
Weekly,lss,Hungary,2026-07-14,0.0,-0.1266,0.3,NORMAL,0.31,NORMAL,2.91,NORMAL
Weekly,lss,Iceland,2026-07-14,0.0,-0.015,0.17,NORMAL,0.17,NORMAL,0.0,NORMAL
Weekly,lss,India,2026-07-14,0.0,-0.0878,0.21,NORMAL,0.2,NORMAL,0.0,NORMAL
Weekly,lss,Indonesia,2026-07-14,-0.0043,-0.1646,0.37,NORMAL,0.36,NORMAL,9.67,RED
Weekly,lss,Iran,2026-07-14,0.0306,-0.0341,0.08,NORMAL,0.07,NORMAL,0.0,NORMAL
Weekly,lss,Iraq,2026-07-14,0.0,-0.0846,0.25,NORMAL,0.27,NORMAL,0.0,NORMAL
Weekly,lss,Ireland,2026-07-14,0.0,-0.03,0.17,NORMAL,0.17,NORMAL,0.0,NORMAL
Weekly,lss,Israel,2026-07-14,0.0,0.1147,-0.18,NORMAL,-0.17,NORMAL,0.0,NORMAL
Weekly,lss,Italy,2026-07-14,-0.0124,-0.2192,0.44,NORMAL,0.43,NORMAL,10.77,RED
Weekly,lss,Jamaica,2026-07-14,0.0,-0.014,0.06,NORMAL,0.06,NORMAL,0.0,NORMAL
Weekly,lss,Japan,2026-07-14,0.0013,-0.0968,0.14,NORMAL,0.15,NORMAL,7.53,RED
Weekly,lss,Jordan,2026-07-14,0.0,-0.0348,0.18,NORMAL,0.21,NORMAL,0.0,NORMAL
Weekly,lss,Kazakhstan,2026-07-14,-0.0203,-0.2555,0.41,NORMAL,0.42,NORMAL,16.44,RED
Weekly,lss,Kenya,2026-07-14,-0.0027,-0.0922,0.57,NORMAL,0.58,NORMAL,1.17,NORMAL
Weekly,lss,Kiribati,2026-07-14,0.0,-0.0144,0.1,NORMAL,0.1,NORMAL,0.0,NORMAL
Weekly,lss,Kuwait,2026-07-14,0.0,-0.0655,0.2,NORMAL,0.2,NORMAL,0.0,NORMAL
Weekly,lss,Kyrgyzstan,2026-07-14,-0.0235,-0.1814,0.31,NORMAL,0.32,NORMAL,8.9,RED
Weekly,lss,Laos,2026-07-14,-0.0059,-0.167,0.46,NORMAL,0.47,NORMAL,12.67,RED
Weekly,lss,Latvia,2026-07-14,0.0,-0.0193,0.1,NORMAL,0.1,NORMAL,0.0,NORMAL
Weekly,lss,Lebanon,2026-07-14,0.0,-0.0381,0.1,NORMAL,0.11,NORMAL,0.0,NORMAL
Weekly,lss,Lesotho,2026-07-14,-0.0042,-0.0033,0.01,NORMAL,0.02,NORMAL,0.0,NORMAL
Weekly,lss,Liberia,2026-07-14,0.0,-0.008,0.11,NORMAL,0.11,NORMAL,0.0,NORMAL
Weekly,lss,Libya,2026-07-14,0.0,0.002,-2.54,NORMAL,-2.54,NORMAL,0.0,NORMAL
Weekly,lss,Liechtenstein,2026-07-14,0.0,-0.0148,0.07,NORMAL,0.07,NORMAL,0.0,NORMAL
Weekly,lss,Lithuania,2026-07-14,0.0,-0.0095,0.04,NORMAL,0.04,NORMAL,0.0,NORMAL
Weekly,lss,Luxembourg,2026-07-14,0.0,-0.0299,0.13,NORMAL,0.13,NORMAL,0.0,NORMAL
Weekly,lss,Madagascar,2026-07-14,-0.0281,-0.054,0.17,NORMAL,0.21,NORMAL,0.0,NORMAL
Weekly,lss,Malawi,2026-07-14,-0.0154,-0.0165,-0.05,NORMAL,0.0,NORMAL,0.0,NORMAL
Weekly,lss,Malaysia,2026-07-14,0.0,-0.1848,0.44,NORMAL,0.45,NORMAL,10.08,RED
Weekly,lss,Maldives,2026-07-14,0.0,-0.0833,0.2,NORMAL,0.2,NORMAL,0.0,NORMAL
Weekly,lss,Mali,2026-07-14,0.0,-0.0083,0.92,NORMAL,0.92,NORMAL,0.0,NORMAL
Weekly,lss,Malta,2026-07-14,0.0,-0.0047,0.05,NORMAL,0.05,NORMAL,0.0,NORMAL
Weekly,lss,Marshall Islands,2026-07-14,0.0,0.0015,-1.89,NORMAL,-1.46,NORMAL,0.0,NORMAL
Weekly,lss,Martinique,2026-07-14,0.0,-0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Weekly,lss,Mauritania,2026-07-14,0.0,-0.0451,0.17,NORMAL,0.15,NORMAL,0.0,NORMAL
Weekly,lss,Mauritius,2026-07-14,0.0,-0.0128,1.94,NORMAL,1.94,NORMAL,0.0,NORMAL
Weekly,lss,Mexico,2026-07-14,-0.0211,-0.071,0.09,NORMAL,0.09,NORMAL,0.0,NORMAL
Weekly,lss,Micronesia (Federated States of),2026-07-14,0.0,-0.0109,0.07,NORMAL,0.07,NORMAL,0.0,NORMAL
Weekly,lss,Moldova,2026-07-14,0.0,-0.0056,0.02,NORMAL,0.02,NORMAL,0.0,NORMAL
Weekly,lss,Monaco,2026-07-14,0.0,-0.0025,0.01,NORMAL,0.01,NORMAL,0.0,NORMAL
Weekly,lss,Mongolia,2026-07-14,-0.0176,-0.1481,0.31,NORMAL,0.31,NORMAL,8.91,RED
Weekly,lss,Montenegro,2026-07-14,0.0,-0.0086,-0.1,NORMAL,-0.07,NORMAL,0.0,NORMAL
Weekly,lss,Morocco,2026-07-14,0.0,-0.1121,0.32,NORMAL,0.32,NORMAL,0.0,NORMAL
Weekly,lss,Mozambique,2026-07-14,-0.0597,-0.036,-0.05,NORMAL,0.07,NORMAL,0.0,NORMAL
Weekly,lss,Myanmar (Burma),2026-07-14,0.0,-0.0471,0.09,NORMAL,0.09,NORMAL,0.0,NORMAL
Weekly,lss,Namibia,2026-07-14,0.0,-0.0652,0.18,NORMAL,0.2,NORMAL,0.0,NORMAL
Weekly,lss,Nauru,2026-07-14,0.0,-0.0091,0.04,NORMAL,0.04,NORMAL,0.0,NORMAL
Weekly,lss,Nepal,2026-07-14,0.0,-0.1287,0.32,NORMAL,0.29,NORMAL,2.68,NORMAL
Weekly,lss,Netherlands,2026-07-14,-0.033,-0.1104,0.28,NORMAL,0.28,NORMAL,0.8,NORMAL
Weekly,lss,New Caledonia,2026-07-14,0.0,-0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Weekly,lss,New Zealand,2026-07-14,-0.0214,-0.1704,0.28,NORMAL,0.29,NORMAL,3.38,YELLOW
Weekly,lss,Nicaragua,2026-07-14,0.0,-0.0067,0.04,NORMAL,0.04,NORMAL,0.0,NORMAL
Weekly,lss,Niger,2026-07-14,0.0,-0.0018,0.02,NORMAL,0.02,NORMAL,0.0,NORMAL
Weekly,lss,Nigeria,2026-07-14,0.0245,-0.0578,0.21,NORMAL,0.21,NORMAL,0.0,NORMAL
Weekly,lss,Niue,2026-07-14,0.0,-0.0018,0.05,NORMAL,0.05,NORMAL,0.0,NORMAL
Weekly,lss,North Korea,2026-07-14,-0.0322,-0.1586,0.25,NORMAL,0.26,NORMAL,3.77,YELLOW
Weekly,lss,North Macedonia,2026-07-14,0.0,-0.014,0.08,NORMAL,0.08,NORMAL,0.0,NORMAL
Weekly,lss,Northern Mariana Islands,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lss,Norway,2026-07-14,0.0,-0.0207,0.14,NORMAL,0.12,NORMAL,0.0,NORMAL
Weekly,lss,Oman,2026-07-14,0.0,-0.0196,0.1,NORMAL,0.11,NORMAL,0.0,NORMAL
Weekly,lss,Pakistan,2026-07-14,-0.0027,-0.1063,0.22,NORMAL,0.23,NORMAL,0.0,NORMAL
Weekly,lss,Palau,2026-07-14,0.0,0.0,-0.0,NORMAL,-0.0,NORMAL,0.0,NORMAL
Weekly,lss,Palestinian Territories,2026-07-14,0.0,0.0691,-0.15,NORMAL,-0.14,NORMAL,0.0,NORMAL
Weekly,lss,Panama,2026-07-14,0.0,-0.0303,0.13,NORMAL,0.13,NORMAL,0.0,NORMAL
Weekly,lss,Papua New Guinea,2026-07-14,0.0,-0.0561,0.17,NORMAL,0.17,NORMAL,0.0,NORMAL
Weekly,lss,Paraguay,2026-07-14,0.0,-0.0036,0.06,NORMAL,0.06,NORMAL,0.0,NORMAL
Weekly,lss,Peru,2026-07-14,0.0,-0.1678,0.35,NORMAL,0.36,NORMAL,5.44,RED
Weekly,lss,Philippines,2026-07-14,0.0261,0.0897,-0.07,NORMAL,-0.08,NORMAL,0.0,NORMAL
Weekly,lss,Poland,2026-07-14,0.0,-0.1082,0.19,NORMAL,0.19,NORMAL,0.0,NORMAL
Weekly,lss,Portugal,2026-07-14,-0.0731,-0.0976,0.16,NORMAL,0.18,NORMAL,0.0,NORMAL
Weekly,lss,Puerto Rico,2026-07-14,0.0,-0.0014,0.01,NORMAL,0.01,NORMAL,0.0,NORMAL
Weekly,lss,Qatar,2026-07-14,0.0,-0.053,0.23,NORMAL,0.24,NORMAL,0.0,NORMAL
Weekly,lss,Romania,2026-07-14,-0.0105,-0.0587,0.2,NORMAL,0.21,NORMAL,0.0,NORMAL
Weekly,lss,Russia,2026-07-14,0.0084,-0.1734,0.35,NORMAL,0.35,NORMAL,12.56,RED
Weekly,lss,Rwanda,2026-07-14,-0.0281,-0.0566,0.21,NORMAL,0.22,NORMAL,0.0,NORMAL
Weekly,lss,Réunion,2026-07-14,0.0,-0.0,0.0,NORMAL,0.0,NORMAL,0.0,NORMAL
Weekly,lss,Samoa,2026-07-14,0.0,-0.0128,0.03,NORMAL,0.03,NORMAL,0.0,NORMAL
Weekly,lss,San Marino,2026-07-14,0.0,-0.0035,2.03,YELLOW,2.03,YELLOW,0.0,NORMAL
Weekly,lss,Saudi Arabia,2026-07-14,0.0,-0.0957,0.27,NORMAL,0.27,NORMAL,2.34,NORMAL
Weekly,lss,Senegal,2026-07-14,0.0,-0.027,0.12,NORMAL,0.12,NORMAL,0.0,NORMAL
Weekly,lss,Serbia,2026-07-14,0.0,-0.1494,0.36,NORMAL,0.36,NORMAL,3.14,YELLOW
Weekly,lss,Seychelles,2026-07-14,0.0,-0.044,0.16,NORMAL,0.16,NORMAL,0.0,NORMAL
Weekly,lss,Sierra Leone,2026-07-14,0.0,-0.0328,0.14,NORMAL,0.14,NORMAL,0.0,NORMAL
Weekly,lss,Singapore,2026-07-14,0.0,-0.1582,0.48,NORMAL,0.49,NORMAL,10.08,RED
Weekly,lss,Slovakia,2026-07-14,0.0,-0.0392,0.11,NORMAL,0.1,NORMAL,0.0,NORMAL
Weekly,lss,Slovenia,2026-07-14,0.0,-0.0048,0.18,NORMAL,0.18,NORMAL,0.0,NORMAL
Weekly,lss,Solomon Islands,2026-07-14,0.0019,-0.0137,0.13,NORMAL,0.12,NORMAL,0.0,NORMAL
Weekly,lss,Somalia,2026-07-14,0.0,-0.0103,0.15,NORMAL,0.15,NORMAL,0.0,NORMAL
Weekly,lss,South Africa,2026-07-14,0.0,-0.0969,0.32,NORMAL,0.32,NORMAL,0.29,NORMAL
Weekly,lss,South Korea,2026-07-14,0.0011,-0.1607,0.35,NORMAL,0.35,NORMAL,7.82,RED
Weekly,lss,South Sudan,2026-07-14,0.0,-0.0275,0.07,NORMAL,0.07,NORMAL,0.0,NORMAL
